instrument,group,era,shape,duration_bucket,horizon,n_signals,reversion_rate_pct,continuation_rate_pct,anti_rev_depth_z,time_to_turn_days,half_life_days,net_directional_bias_pct,low_n_flag
M5-M7,2-month-gap-6,2008-2017,C,mid,5,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,C,mid,10,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,C,mid,20,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,F,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,established,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,established,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,established,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,F,mid,5,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,F,mid,10,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,F,mid,20,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,early,5,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,early,10,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,early,20,1,0.0,0.0,,,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,established,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,MB,established,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,MB,established,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,MB,mid,5,5,40.0,40.0,1.826,2.5,2.0,-10.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,mid,10,5,40.0,40.0,1.826,2.5,2.0,-10.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,MB,mid,20,5,40.0,40.0,1.826,2.5,2.0,-10.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,early,5,2,0.0,50.0,1.904,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,early,10,2,0.0,50.0,1.904,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,early,20,2,0.0,50.0,1.904,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,established,5,14,7.14,35.71,2.007,1.0,1.0,-42.86,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,established,10,14,35.71,42.86,2.043,4.5,6.0,-14.29,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,established,20,14,35.71,57.14,2.14,12.5,6.0,-14.29,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,mid,5,7,14.29,14.29,1.523,1.0,1.0,-35.71,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,mid,10,7,14.29,14.29,1.523,1.0,1.0,-35.71,LOW-N
M5-M7,2-month-gap-6,2008-2017,SB,mid,20,7,14.29,14.29,1.523,1.0,1.0,-35.71,LOW-N
M5-M7,2-month-gap-6,2008-2017,TB,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,established,5,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,established,10,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,established,20,0,,,,,,,
M5-M7,2-month-gap-6,2008-2017,TB,mid,5,2,0.0,50.0,1.975,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,TB,mid,10,2,0.0,50.0,1.975,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2008-2017,TB,mid,20,2,0.0,50.0,1.975,1.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2018+,C,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,C,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,C,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,C,established,5,136,7.35,53.68,2.454,2.0,2.5,-42.65,
M5-M7,2-month-gap-6,2018+,C,established,10,136,8.82,59.56,2.578,3.0,2.5,-41.18,
M5-M7,2-month-gap-6,2018+,C,established,20,136,27.94,67.65,2.642,5.0,8.0,-22.06,
M5-M7,2-month-gap-6,2018+,C,mid,5,11,9.09,45.45,1.936,2.0,3.0,-40.91,LOW-N
M5-M7,2-month-gap-6,2018+,C,mid,10,11,36.36,45.45,1.936,2.0,4.0,-13.64,LOW-N
M5-M7,2-month-gap-6,2018+,C,mid,20,11,81.82,54.55,2.067,9.5,4.0,31.82,LOW-N
M5-M7,2-month-gap-6,2018+,F,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,established,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,established,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,established,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,F,mid,5,7,14.29,14.29,1.678,4.0,1.0,-35.71,LOW-N
M5-M7,2-month-gap-6,2018+,F,mid,10,7,14.29,14.29,1.678,4.0,1.0,-35.71,LOW-N
M5-M7,2-month-gap-6,2018+,F,mid,20,7,28.57,14.29,1.678,4.0,10.5,-21.43,LOW-N
M5-M7,2-month-gap-6,2018+,MB,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,established,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,established,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,established,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,MB,mid,5,12,41.67,16.67,1.739,1.5,1.0,-8.33,LOW-N
M5-M7,2-month-gap-6,2018+,MB,mid,10,12,66.67,16.67,1.739,1.5,2.5,16.67,LOW-N
M5-M7,2-month-gap-6,2018+,MB,mid,20,12,75.0,41.67,2.242,11.0,3.0,25.0,LOW-N
M5-M7,2-month-gap-6,2018+,SB,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,SB,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,SB,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,SB,established,5,79,10.13,49.37,2.472,2.0,3.0,-39.87,
M5-M7,2-month-gap-6,2018+,SB,established,10,79,20.25,53.16,2.531,3.0,4.0,-29.75,
M5-M7,2-month-gap-6,2018+,SB,established,20,79,31.65,58.23,2.614,4.5,4.0,-18.35,
M5-M7,2-month-gap-6,2018+,SB,mid,5,41,29.27,31.71,2.194,1.0,2.0,-20.73,
M5-M7,2-month-gap-6,2018+,SB,mid,10,41,43.9,41.46,2.239,2.0,2.0,-6.1,
M5-M7,2-month-gap-6,2018+,SB,mid,20,41,70.73,60.98,2.173,6.0,3.0,20.73,
M5-M7,2-month-gap-6,2018+,TB,early,5,0,,,,,,,
M5-M7,2-month-gap-6,2018+,TB,early,10,0,,,,,,,
M5-M7,2-month-gap-6,2018+,TB,early,20,0,,,,,,,
M5-M7,2-month-gap-6,2018+,TB,established,5,4,0.0,25.0,1.684,2.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2018+,TB,established,10,4,0.0,50.0,1.75,6.0,,-50.0,LOW-N
M5-M7,2-month-gap-6,2018+,TB,established,20,4,100.0,50.0,1.816,11.0,13.5,50.0,LOW-N
M5-M7,2-month-gap-6,2018+,TB,mid,5,1,100.0,0.0,,,3.0,50.0,LOW-N
M5-M7,2-month-gap-6,2018+,TB,mid,10,1,100.0,100.0,2.323,9.0,3.0,50.0,LOW-N
M5-M7,2-month-gap-6,2018+,TB,mid,20,1,100.0,100.0,2.323,9.0,3.0,50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,C,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,C,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,C,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,C,established,5,27,7.41,29.63,2.444,1.0,2.0,-42.59,
M6-M8,2-month-gap-6,2008-2017,C,established,10,27,18.52,29.63,2.511,1.5,7.0,-31.48,
M6-M8,2-month-gap-6,2008-2017,C,established,20,27,37.04,37.04,2.696,2.0,7.5,-12.96,
M6-M8,2-month-gap-6,2008-2017,C,mid,5,7,28.57,0.0,,,2.5,-21.43,LOW-N
M6-M8,2-month-gap-6,2008-2017,C,mid,10,7,42.86,28.57,1.866,6.5,3.0,-7.14,LOW-N
M6-M8,2-month-gap-6,2008-2017,C,mid,20,4,100.0,75.0,1.946,7.0,2.5,50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,F,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,established,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,established,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,established,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,F,mid,5,8,0.0,50.0,2.225,1.5,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,F,mid,10,8,0.0,50.0,2.225,1.5,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,F,mid,20,8,0.0,50.0,2.225,1.5,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,MB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,established,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,established,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,established,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,MB,mid,5,2,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,MB,mid,10,2,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,MB,mid,20,2,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,SB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,SB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,SB,established,5,8,12.5,25.0,3.008,2.0,5.0,-37.5,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,established,10,8,12.5,25.0,3.008,2.0,5.0,-37.5,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,established,20,8,12.5,25.0,3.008,2.0,5.0,-37.5,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,mid,5,8,0.0,37.5,2.589,3.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,mid,10,8,0.0,37.5,2.589,3.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,SB,mid,20,8,0.0,37.5,2.589,3.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,TB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,established,5,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,established,10,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,established,20,0,,,,,,,
M6-M8,2-month-gap-6,2008-2017,TB,mid,5,8,25.0,25.0,2.138,1.0,2.0,-25.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,TB,mid,10,8,25.0,25.0,2.138,1.0,2.0,-25.0,LOW-N
M6-M8,2-month-gap-6,2008-2017,TB,mid,20,8,25.0,25.0,2.138,1.0,2.0,-25.0,LOW-N
M6-M8,2-month-gap-6,2018+,C,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,C,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,C,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,C,established,5,141,2.84,60.28,2.515,2.0,2.5,-47.16,
M6-M8,2-month-gap-6,2018+,C,established,10,141,4.96,63.83,2.541,3.0,3.0,-45.04,
M6-M8,2-month-gap-6,2018+,C,established,20,141,17.73,66.67,2.582,3.0,6.0,-32.27,
M6-M8,2-month-gap-6,2018+,C,mid,5,14,21.43,57.14,2.145,1.5,3.0,-28.57,LOW-N
M6-M8,2-month-gap-6,2018+,C,mid,10,14,28.57,57.14,2.227,2.0,3.5,-21.43,LOW-N
M6-M8,2-month-gap-6,2018+,C,mid,20,14,57.14,71.43,2.291,2.5,5.5,7.14,LOW-N
M6-M8,2-month-gap-6,2018+,F,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,established,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,established,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,established,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,F,mid,5,8,25.0,37.5,2.345,3.0,3.0,-25.0,LOW-N
M6-M8,2-month-gap-6,2018+,F,mid,10,8,62.5,37.5,2.345,3.0,7.0,12.5,LOW-N
M6-M8,2-month-gap-6,2018+,F,mid,20,8,87.5,37.5,2.345,3.0,8.0,37.5,LOW-N
M6-M8,2-month-gap-6,2018+,MB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,MB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,MB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,MB,established,5,1,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,2018+,MB,established,10,1,0.0,0.0,,,,-50.0,LOW-N
M6-M8,2-month-gap-6,2018+,MB,established,20,1,0.0,100.0,2.491,11.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2018+,MB,mid,5,8,37.5,12.5,1.695,1.0,2.0,-12.5,LOW-N
M6-M8,2-month-gap-6,2018+,MB,mid,10,8,37.5,12.5,1.695,1.0,2.0,-12.5,LOW-N
M6-M8,2-month-gap-6,2018+,MB,mid,20,8,50.0,37.5,2.226,19.0,2.5,0.0,LOW-N
M6-M8,2-month-gap-6,2018+,SB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,SB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,SB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,SB,established,5,91,4.4,51.65,2.498,3.0,1.0,-45.6,
M6-M8,2-month-gap-6,2018+,SB,established,10,91,14.29,54.95,2.576,3.0,2.0,-35.71,
M6-M8,2-month-gap-6,2018+,SB,established,20,91,37.36,60.44,2.627,4.0,9.5,-12.64,
M6-M8,2-month-gap-6,2018+,SB,mid,5,45,22.22,44.44,2.292,1.0,2.5,-27.78,
M6-M8,2-month-gap-6,2018+,SB,mid,10,45,37.78,51.11,2.381,2.0,2.0,-12.22,
M6-M8,2-month-gap-6,2018+,SB,mid,20,45,64.44,62.22,2.367,4.5,4.0,14.44,
M6-M8,2-month-gap-6,2018+,TB,early,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,TB,early,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,TB,early,20,0,,,,,,,
M6-M8,2-month-gap-6,2018+,TB,established,5,3,0.0,66.67,2.228,2.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2018+,TB,established,10,3,0.0,66.67,2.228,2.0,,-50.0,LOW-N
M6-M8,2-month-gap-6,2018+,TB,established,20,3,66.67,100.0,2.301,13.0,10.5,16.67,LOW-N
M6-M8,2-month-gap-6,2018+,TB,mid,5,0,,,,,,,
M6-M8,2-month-gap-6,2018+,TB,mid,10,0,,,,,,,
M6-M8,2-month-gap-6,2018+,TB,mid,20,0,,,,,,,
